"","year","state","rate"
"853",1944,"Oklahoma",166.8
"854",1944,"Oregon",239.87
"855",1944,"Pennsylvania",256.56
"856",1944,"Rhode Island",535.99
"857",1944,"South Carolina",363.6
"858",1944,"South Dakota",258.73
"859",1944,"Tennessee",184.38
"860",1944,"Texas",542.2
"861",1944,"Utah",200.67
"862",1944,"Vermont",751.46
"863",1944,"Virginia",475.42
"864",1944,"Washington",264.04
"865",1944,"West Virginia",497.22
"866",1944,"Wisconsin",1407.91
"867",1944,"Wyoming",728.08
"868",1945,"Alabama",27.33
"869",1945,"Alaska",NA
"870",1945,"Arizona",93.74
"871",1945,"Arkansas",69.5
"872",1945,"California",339.44
"873",1945,"Colorado",95.91
"874",1945,"Connecticut",170.2
"875",1945,"Delaware",96.86
"876",1945,"District Of Columbia",39.59
"877",1945,"Florida",39.63
"878",1945,"Georgia",27.53
"879",1945,"Hawaii",NA
"880",1945,"Idaho",259.93
"881",1945,"Illinois",103.25
"882",1945,"Indiana",33.51
"883",1945,"Iowa",61.4
"884",1945,"Kansas",95.98
"885",1945,"Kentucky",61.13
"886",1945,"Louisiana",41.15
"887",1945,"Maine",61.29
"888",1945,"Maryland",87.4
"889",1945,"Massachusetts",186.66
"890",1945,"Michigan",121.24
"891",1945,"Minnesota",62.96
"892",1945,"Mississippi",NA
"893",1945,"Missouri",30.22
"894",1945,"Montana",175.29
"895",1945,"Nebraska",71.57
"896",1945,"Nevada",71.8
"897",1945,"New Hampshire",33.9
"898",1945,"New Jersey",78.87
"899",1945,"New Mexico",67.9
"900",1945,"New York",52.41
"901",1945,"North Carolina",72.5
"902",1945,"North Dakota",64.11
"903",1945,"Ohio",49.82
"904",1945,"Oklahoma",51.13
"905",1945,"Oregon",156.32
"906",1945,"Pennsylvania",127.31
"907",1945,"Rhode Island",55.54
"908",1945,"South Carolina",78.91
"909",1945,"South Dakota",100.63
"910",1945,"Tennessee",65.8
"911",1945,"Texas",188.86
"912",1945,"Utah",746.1
"913",1945,"Vermont",179.96
"914",1945,"Virginia",64.45
"915",1945,"Washington",291.68
"916",1945,"West Virginia",79.64
"917",1945,"Wisconsin",165.52
"918",1945,"Wyoming",157.58
"919",1946,"Alabama",126.75
"920",1946,"Alaska",NA
"921",1946,"Arizona",498.69
"922",1946,"Arkansas",168.47
"923",1946,"California",575.16
"924",1946,"Colorado",992.74
"925",1946,"Connecticut",397.91
"926",1946,"Delaware",198.98
"927",1946,"District Of Columbia",465.92
"928",1946,"Florida",116.89
"929",1946,"Georgia",117.11
"930",1946,"Hawaii",NA
"931",1946,"Idaho",433.6
"932",1946,"Illinois",298.12
"933",1946,"Indiana",293.05
"934",1946,"Iowa",160.44
"935",1946,"Kansas",658.17
"936",1946,"Kentucky",269.63
"937",1946,"Louisiana",126.32
"938",1946,"Maine",578
"939",1946,"Maryland",488.43
"940",1946,"Massachusetts",798.36
"941",1946,"Michigan",627.93
"942",1946,"Minnesota",44.79
"943",1946,"Mississippi",NA
"944",1946,"Missouri",166.93
"945",1946,"Montana",422.65
"946",1946,"Nebraska",395.65
"947",1946,"Nevada",125.9
"948",1946,"New Hampshire",226.71
"949",1946,"New Jersey",1151.75
"950",1946,"New Mexico",215.41
"951",1946,"New York",600.82
"952",1946,"North Carolina",225.16
"953",1946,"North Dakota",40.84
"954",1946,"Ohio",200.43
"955",1946,"Oklahoma",188.97
"956",1946,"Oregon",453.37
"957",1946,"Pennsylvania",611.47
"958",1946,"Rhode Island",160.61
"959",1946,"South Carolina",358.19
"960",1946,"South Dakota",189.69
"961",1946,"Tennessee",150.47
"962",1946,"Texas",410.13
"963",1946,"Utah",1244.57
"964",1946,"Vermont",858.63
"965",1946,"Virginia",385.83
"966",1946,"Washington",513.61
"967",1946,"West Virginia",140.56
"968",1946,"Wisconsin",1333.6
"969",1946,"Wyoming",397.59
"970",1947,"Alabama",127.26
"971",1947,"Alaska",NA
"972",1947,"Arizona",224.49
"973",1947,"Arkansas",130.61
"974",1947,"California",74.98
"975",1947,"Colorado",142.93
"976",1947,"Connecticut",814.92
"977",1947,"Delaware",19.41
"978",1947,"District Of Columbia",60.15
"979",1947,"Florida",53.1
"980",1947,"Georgia",102.39
"981",1947,"Hawaii",NA
"982",1947,"Idaho",51.13
"983",1947,"Illinois",91.45
"984",1947,"Indiana",60.93
"985",1947,"Iowa",177.89
"986",1947,"Kansas",48.12
"987",1947,"Kentucky",30.12
"988",1947,"Louisiana",49.96
"989",1947,"Maine",504.58
"990",1947,"Maryland",50.88
"991",1947,"Massachusetts",252.7
"992",1947,"Michigan",148.06
"993",1947,"Minnesota",319.35
"994",1947,"Mississippi",14.96
"995",1947,"Missouri",33.55
"996",1947,"Montana",843.36
"997",1947,"Nebraska",37.4
"998",1947,"Nevada",18.45
"999",1947,"New Hampshire",61.04
"1000",1947,"New Jersey",250.71
"1001",1947,"New Mexico",226.78
"1002",1947,"New York",108
"1003",1947,"North Carolina",127.63
"1004",1947,"North Dakota",236.08
"1005",1947,"Ohio",239.45
"1006",1947,"Oklahoma",10.79
"1007",1947,"Oregon",71.91
"1008",1947,"Pennsylvania",113.41
"1009",1947,"Rhode Island",507.34
"1010",1947,"South Carolina",161.86
"1011",1947,"South Dakota",218.3
"1012",1947,"Tennessee",61
"1013",1947,"Texas",109.48
"1014",1947,"Utah",99.24
"1015",1947,"Vermont",1348.83
"1016",1947,"Virginia",242.18
"1017",1947,"Washington",63.82
"1018",1947,"West Virginia",143.62
"1019",1947,"Wisconsin",383.14
"1020",1947,"Wyoming",170.19
"1021",1948,"Alabama",69.09
"1022",1948,"Alaska",NA
"1023",1948,"Arizona",623.38
"1024",1948,"Arkansas",208.3
"1025",1948,"California",487.91
"1026",1948,"Colorado",723.28
"1027",1948,"Connecticut",140.62
"1028",1948,"Delaware",333.13
"1029",1948,"District Of Columbia",305.05
"1030",1948,"Florida",152.39
"1031",1948,"Georgia",37.8
"1032",1948,"Hawaii",NA
"1033",1948,"Idaho",275.2
"1034",1948,"Illinois",426.99
"1035",1948,"Indiana",366.54
"1036",1948,"Iowa",352.26
"1037",1948,"Kansas",58.31
"1038",1948,"Kentucky",127.97
"1039",1948,"Louisiana",57.63
"1040",1948,"Maine",335.01
"1041",1948,"Maryland",435.37
"1042",1948,"Massachusetts",675
"1043",1948,"Michigan",561.07
"1044",1948,"Minnesota",286.3
"1045",1948,"Mississippi",58.26
"1046",1948,"Missouri",150.17
"1047",1948,"Montana",341.6
"1048",1948,"Nebraska",263.28
"1049",1948,"Nevada",38.12
"1050",1948,"New Hampshire",77.54
"1051",1948,"New Jersey",715.45
"1052",1948,"New Mexico",174.64
"1053",1948,"New York",330.91
"1054",1948,"North Carolina",26.97
"1055",1948,"North Dakota",214.45
"1056",1948,"Ohio",282.32
"1057",1948,"Oklahoma",66.02
"1058",1948,"Oregon",367.6
"1059",1948,"Pennsylvania",306.69
"1060",1948,"Rhode Island",48.43
"1061",1948,"South Carolina",120.65
"1062",1948,"South Dakota",140.26
"1063",1948,"Tennessee",127.54
"1064",1948,"Texas",583.88
"1065",1948,"Utah",910.94
"1066",1948,"Vermont",407.12
"1067",1948,"Virginia",191.3
"1068",1948,"Washington",482.29
"1069",1948,"West Virginia",295.53
"1070",1948,"Wisconsin",926.15
"1071",1948,"Wyoming",805.41
"1072",1949,"Alabama",368.8
"1073",1949,"Alaska",NA
"1074",1949,"Arizona",531.46
"1075",1949,"Arkansas",667.72
"1076",1949,"California",320.82
"1077",1949,"Colorado",557.61
"1078",1949,"Connecticut",935.63
"1079",1949,"Delaware",234.53
"1080",1949,"District Of Columbia",278.56
"1081",1949,"Florida",144.03
"1082",1949,"Georgia",288.7
"1083",1949,"Hawaii",NA
"1084",1949,"Idaho",511.03
"1085",1949,"Illinois",65.92
"1086",1949,"Indiana",100.14
"1087",1949,"Iowa",87.03
"1088",1949,"Kansas",882.31
"1089",1949,"Kentucky",294.61
"1090",1949,"Louisiana",51.62
"1091",1949,"Maine",1108.87
"1092",1949,"Maryland",740.27
"1093",1949,"Massachusetts",556.88
"1094",1949,"Michigan",312.1
"1095",1949,"Minnesota",114.47
"1096",1949,"Mississippi",106.74
"1097",1949,"Missouri",203.8
"1098",1949,"Montana",676.12
"1099",1949,"Nebraska",207.99
"1100",1949,"Nevada",60.53
"1101",1949,"New Hampshire",230.6
"1102",1949,"New Jersey",705.08
"1103",1949,"New Mexico",671.44
"1104",1949,"New York",353.09
"1105",1949,"North Carolina",442.46
"1106",1949,"North Dakota",245.95
"1107",1949,"Ohio",268.29
"1108",1949,"Oklahoma",354.07
"1109",1949,"Oregon",684.38
"1110",1949,"Pennsylvania",483.96
"1111",1949,"Rhode Island",561.61
"1112",1949,"South Carolina",453.08
"1113",1949,"South Dakota",157.39
"1114",1949,"Tennessee",252.76
"1115",1949,"Texas",749.48
"1116",1949,"Utah",526.54
"1117",1949,"Vermont",1711.37
"1118",1949,"Virginia",649.31
"1119",1949,"Washington",551.2
"1120",1949,"West Virginia",188.45
"1121",1949,"Wisconsin",1171.07
"1122",1949,"Wyoming",201.42
"1123",1950,"Alabama",50.9
"1124",1950,"Alaska",NA
"1125",1950,"Arizona",315.95
"1126",1950,"Arkansas",91.12
"1127",1950,"California",137.92
"1128",1950,"Colorado",395.37
"1129",1950,"Connecticut",197.45
"1130",1950,"Delaware",194.7
"1131",1950,"District Of Columbia",213.51
"1132",1950,"Florida",83.43
"1133",1950,"Georgia",62.42
"1134",1950,"Hawaii",13.22
"1135",1950,"Idaho",324.05
"1136",1950,"Illinois",200.35
"1137",1950,"Indiana",169.41
"1138",1950,"Iowa",399.49
"1139",1950,"Kansas",93.17
"1140",1950,"Kentucky",162.65
"1141",1950,"Louisiana",28.57
"1142",1950,"Maine",106.15
"1143",1950,"Maryland",61.72
"1144",1950,"Massachusetts",264.72
"1145",1950,"Michigan",575.29
"1146",1950,"Minnesota",125.16
"1147",1950,"Mississippi",99.49
"1148",1950,"Missouri",58.02
"1149",1950,"Montana",300.15
"1150",1950,"Nebraska",275.32
"1151",1950,"Nevada",67.9
"1152",1950,"New Hampshire",34.4
"1153",1950,"New Jersey",601.68
"1154",1950,"New Mexico",136.02
"1155",1950,"New York",201.33
"1156",1950,"North Carolina",118.87
"1157",1950,"North Dakota",63.62
"1158",1950,"Ohio",161.84
"1159",1950,"Oklahoma",27.43
"1160",1950,"Oregon",49.38
"1161",1950,"Pennsylvania",165.44
"1162",1950,"Rhode Island",30.68
"1163",1950,"South Carolina",90.62
"1164",1950,"South Dakota",102.59
"1165",1950,"Tennessee",104.1
"1166",1950,"Texas",175.65
"1167",1950,"Utah",879.2
"1168",1950,"Vermont",157.47
"1169",1950,"Virginia",85.42
"1170",1950,"Washington",142.61
"1171",1950,"West Virginia",293.19
"1172",1950,"Wisconsin",546.71
"1173",1950,"Wyoming",209.99
"1174",1951,"Alabama",103.24
"1175",1951,"Alaska",NA
"1176",1951,"Arizona",1351.49
"1177",1951,"Arkansas",401.09
"1178",1951,"California",548.36
"1179",1951,"Colorado",934.02
"1180",1951,"Connecticut",227.43
"1181",1951,"Delaware",208.42
"1182",1951,"District Of Columbia",185.16
"1183",1951,"Florida",76.21
"1184",1951,"Georgia",213.03
"1185",1951,"Hawaii",955.24
"1186",1951,"Idaho",358.07
"1187",1951,"Illinois",187.66
"1188",1951,"Indiana",102
"1189",1951,"Iowa",103.78
"1190",1951,"Kansas",572.19
"1191",1951,"Kentucky",290.96
"1192",1951,"Louisiana",78.73
"1193",1951,"Maine",193.05
"1194",1951,"Maryland",269.07
"1195",1951,"Massachusetts",311.54
"1196",1951,"Michigan",221.85
"1197",1951,"Minnesota",93.36
"1198",1951,"Mississippi",91.25
"1199",1951,"Missouri",188.53
"1200",1951,"Montana",416.62
"1201",1951,"Nebraska",41.75
"1202",1951,"Nevada",171.48
"1203",1951,"New Hampshire",196.44
"1204",1951,"New Jersey",395.01
"1205",1951,"New Mexico",297.51
"1206",1951,"New York",240.63
"1207",1951,"North Carolina",81.37
"1208",1951,"North Dakota",426.98
"1209",1951,"Ohio",295.76
"1210",1951,"Oklahoma",359.94
"1211",1951,"Oregon",617.84
"1212",1951,"Pennsylvania",299.86
"1213",1951,"Rhode Island",113.3
"1214",1951,"South Carolina",34.31
"1215",1951,"South Dakota",106.72
"1216",1951,"Tennessee",80.64
"1217",1951,"Texas",808.78
"1218",1951,"Utah",331.4
"1219",1951,"Vermont",1130.93
"1220",1951,"Virginia",408.71
"1221",1951,"Washington",733.32
"1222",1951,"West Virginia",227.24
"1223",1951,"Wisconsin",958.07
"1224",1951,"Wyoming",753.58
"1225",1952,"Alabama",351.72
"1226",1952,"Alaska",NA
"1227",1952,"Arizona",424.59
"1228",1952,"Arkansas",188.55
"1229",1952,"California",335.25
"1230",1952,"Colorado",386.92
"1231",1952,"Connecticut",1179.01
"1232",1952,"Delaware",119.34
"1233",1952,"District Of Columbia",286.17
"1234",1952,"Florida",109.99
"1235",1952,"Georgia",225.42
"1236",1952,"Hawaii",NA
"1237",1952,"Idaho",196.07
"1238",1952,"Illinois",294.52
"1239",1952,"Indiana",179.11
"1240",1952,"Iowa",120.84
"1241",1952,"Kansas",326.07
"1242",1952,"Kentucky",362.97
"1243",1952,"Louisiana",23.97
"1244",1952,"Maine",987.72
"1245",1952,"Maryland",348.04
"1246",1952,"Massachusetts",940.07
"1247",1952,"Michigan",407.49
"1248",1952,"Minnesota",96.98
"1249",1952,"Mississippi",64.62
"1250",1952,"Missouri",60.99
"1251",1952,"Montana",643.92
"1252",1952,"Nebraska",214.03
"1253",1952,"Nevada",285.31
"1254",1952,"New Hampshire",447.27
"1255",1952,"New Jersey",1282.7
"1256",1952,"New Mexico",210.63
"1257",1952,"New York",500.59
"1258",1952,"North Carolina",93.5
"1259",1952,"North Dakota",432.14
"1260",1952,"Ohio",248
"1261",1952,"Oklahoma",92.03
"1262",1952,"Oregon",209.73
"1263",1952,"Pennsylvania",358.5
"1264",1952,"Rhode Island",665.78
"1265",1952,"South Carolina",81.69
"1266",1952,"South Dakota",115.26
"1267",1952,"Tennessee",200.48
"1268",1952,"Texas",283.26
"1269",1952,"Utah",652.51
"1270",1952,"Vermont",1397.32
"1271",1952,"Virginia",376.52
"1272",1952,"Washington",243.78
"1273",1952,"West Virginia",270
"1274",1952,"Wisconsin",1140.83
"1275",1952,"Wyoming",231.75
"1276",1953,"Alabama",93.99
"1277",1953,"Alaska",NA
"1278",1953,"Arizona",557.91
"1279",1953,"Arkansas",727.41
"1280",1953,"California",438.91
"1281",1953,"Colorado",684
"1282",1953,"Connecticut",99.99
"1283",1953,"Delaware",115.88
"1284",1953,"District Of Columbia",44.05
"1285",1953,"Florida",38.5
"1286",1953,"Georgia",86.49
"1287",1953,"Hawaii",NA
"1288",1953,"Idaho",324.34
"1289",1953,"Illinois",173.71
"1290",1953,"Indiana",162.58
"1291",1953,"Iowa",413.78
"1292",1953,"Kansas",750.87
"1293",1953,"Kentucky",134.51
"1294",1953,"Louisiana",155.89
"1295",1953,"Maine",181.55
"1296",1953,"Maryland",79.46
"1297",1953,"Massachusetts",68.28
"1298",1953,"Michigan",322.98
"1299",1953,"Minnesota",136.22
"1300",1953,"Mississippi",115.46
"1301",1953,"Missouri",218.84
"1302",1953,"Montana",505.27
"1303",1953,"Nebraska",183.75
"1304",1953,"Nevada",102.3
"1305",1953,"New Hampshire",50.71
"1306",1953,"New Jersey",81.21
"1307",1953,"New Mexico",662.89
"1308",1953,"New York",74.14
"1309",1953,"North Carolina",115.47
"1310",1953,"North Dakota",254.43
"1311",1953,"Ohio",314.96
"1312",1953,"Oklahoma",173.09
"1313",1953,"Oregon",558.14
"1314",1953,"Pennsylvania",146.18
"1315",1953,"Rhode Island",61.97
"1316",1953,"South Carolina",89.38
"1317",1953,"South Dakota",68.81
"1318",1953,"Tennessee",84.73
"1319",1953,"Texas",885.82
"1320",1953,"Utah",775.41
"1321",1953,"Vermont",148.93
"1322",1953,"Virginia",138.96
"1323",1953,"Washington",473.15
"1324",1953,"West Virginia",309.56
"1325",1953,"Wisconsin",1166.84
"1326",1953,"Wyoming",497.54
"1327",1954,"Alabama",280.39
"1328",1954,"Alaska",691.67
"1329",1954,"Arizona",531.51
"1330",1954,"Arkansas",151.03
"1331",1954,"California",473.05
"1332",1954,"Colorado",127.66
"1333",1954,"Connecticut",223.47
"1334",1954,"Delaware",527.67
"1335",1954,"District Of Columbia",383.3
"1336",1954,"Florida",312.27
"1337",1954,"Georgia",188.04
"1338",1954,"Hawaii",99.86
"1339",1954,"Idaho",734.17
"1340",1954,"Illinois",358.74
"1341",1954,"Indiana",517.12
"1342",1954,"Iowa",477.14
"1343",1954,"Kansas",66.41
"1344",1954,"Kentucky",1026
"1345",1954,"Louisiana",104.96
"1346",1954,"Maine",626.75
"1347",1954,"Maryland",433.86
"1348",1954,"Massachusetts",475.05
"1349",1954,"Michigan",568.61
"1350",1954,"Minnesota",92.93
"1351",1954,"Mississippi",145.94
"1352",1954,"Missouri",37.88
"1353",1954,"Montana",749.98
"1354",1954,"Nebraska",191.6
"1355",1954,"Nevada",182.19
"1356",1954,"New Hampshire",168.21
"1357",1954,"New Jersey",445.79
"1358",1954,"New Mexico",355.99
"1359",1954,"New York",548.37
"1360",1954,"North Carolina",229.32
"1361",1954,"North Dakota",454.18
"1362",1954,"Ohio",322.29
"1363",1954,"Oklahoma",152.18
"1364",1954,"Oregon",244.37
"1365",1954,"Pennsylvania",351.84
"1366",1954,"Rhode Island",223.67
"1367",1954,"South Carolina",254.91
"1368",1954,"South Dakota",123.53
"1369",1954,"Tennessee",416.4
"1370",1954,"Texas",906.12
"1371",1954,"Utah",1043.86
"1372",1954,"Vermont",760.21
"1373",1954,"Virginia",673.56
"1374",1954,"Washington",857.47
"1375",1954,"West Virginia",512.01
"1376",1954,"Wisconsin",289.57
"1377",1954,"Wyoming",391.79
"1378",1955,"Alabama",69.68
"1379",1955,"Alaska",241.87
"1380",1955,"Arizona",1024.03
"1381",1955,"Arkansas",173.54
"1382",1955,"California",513.46
"1383",1955,"Colorado",317.08
"1384",1955,"Connecticut",1256.63
"1385",1955,"Delaware",26.98
"1386",1955,"District Of Columbia",57.69
"1387",1955,"Florida",38.04
"1388",1955,"Georgia",68.18
"1389",1955,"Hawaii",1186.44
"1390",1955,"Idaho",113.76
"1391",1955,"Illinois",144.65
"1392",1955,"Indiana",86.36
"1393",1955,"Iowa",286.64
"1394",1955,"Kansas",145.56
"1395",1955,"Kentucky",76.09
"1396",1955,"Louisiana",5.66
"1397",1955,"Maine",710.48
"1398",1955,"Maryland",83.51
"1399",1955,"Massachusetts",957.5
"1400",1955,"Michigan",309.13
"1401",1955,"Minnesota",225.27
"1402",1955,"Mississippi",72.75
"1403",1955,"Missouri",96.52
"1404",1955,"Montana",449.82
"1405",1955,"Nebraska",12.07
"1406",1955,"Nevada",165.37
"1407",1955,"New Hampshire",831.44
"1408",1955,"New Jersey",937.1
"1409",1955,"New Mexico",621.75
"1410",1955,"New York",241.44
"1411",1955,"North Carolina",29.68
"1412",1955,"North Dakota",407.81
"1413",1955,"Ohio",170.31
"1414",1955,"Oklahoma",132.27
"1415",1955,"Oregon",295.16
"1416",1955,"Pennsylvania",170.43
"1417",1955,"Rhode Island",657.21
"1418",1955,"South Carolina",53.33
"1419",1955,"South Dakota",63.59
"1420",1955,"Tennessee",172.07
"1421",1955,"Texas",455.73
"1422",1955,"Utah",101.05
"1423",1955,"Vermont",1894.94
"1424",1955,"Virginia",120.1
"1425",1955,"Washington",425.03
"1426",1955,"West Virginia",204.22
"1427",1955,"Wisconsin",1389.05
"1428",1955,"Wyoming",180.83
"1429",1956,"Alabama",231.75
"1430",1956,"Alaska",1120.98
"1431",1956,"Arizona",644.32
"1432",1956,"Arkansas",506.86
"1433",1956,"California",235.21
"1434",1956,"Colorado",873.22
"1435",1956,"Connecticut",116.46
"1436",1956,"Delaware",212.31
"1437",1956,"District Of Columbia",210.28
"1438",1956,"Florida",127.23
"1439",1956,"Georgia",128.9
"1440",1956,"Hawaii",922.02
"1441",1956,"Idaho",317.56
"1442",1956,"Illinois",441.99
"1443",1956,"Indiana",368.17
"1444",1956,"Iowa",307.41
"1445",1956,"Kansas",200.78
"1446",1956,"Kentucky",610.29
"1447",1956,"Louisiana",69.64
"1448",1956,"Maine",115.39
"1449",1956,"Maryland",310.79
"1450",1956,"Massachusetts",72
"1451",1956,"Michigan",540.14
"1452",1956,"Minnesota",40.74
"1453",1956,"Mississippi",107.81
"1454",1956,"Missouri",124.88
"1455",1956,"Montana",1016.61
"1456",1956,"Nebraska",178.58
"1457",1956,"Nevada",55.2
"1458",1956,"New Hampshire",35.34
"1459",1956,"New Jersey",340.37
"1460",1956,"New Mexico",495.32
"1461",1956,"New York",308.53
"1462",1956,"North Carolina",178.8
"1463",1956,"North Dakota",362.47
"1464",1956,"Ohio",477.29
"1465",1956,"Oklahoma",440.45
"1466",1956,"Oregon",135.02
"1467",1956,"Pennsylvania",397.95
"1468",1956,"Rhode Island",22.43
"1469",1956,"South Carolina",384.74
"1470",1956,"South Dakota",86.75
"1471",1956,"Tennessee",617
"1472",1956,"Texas",755.24
"1473",1956,"Utah",284.17
"1474",1956,"Vermont",340.86
"1475",1956,"Virginia",634.53
"1476",1956,"Washington",481.3
"1477",1956,"West Virginia",587.09
"1478",1956,"Wisconsin",715.74
"1479",1956,"Wyoming",640.69
"1480",1957,"Alabama",299.79
"1481",1957,"Alaska",414.7
"1482",1957,"Arizona",700.97
"1483",1957,"Arkansas",78.41
"1484",1957,"California",353.35
"1485",1957,"Colorado",173.47
"1486",1957,"Connecticut",409.99
"1487",1957,"Delaware",78.13
"1488",1957,"District Of Columbia",114.82
"1489",1957,"Florida",120.36
"1490",1957,"Georgia",155.66
"1491",1957,"Hawaii",866.24
"1492",1957,"Idaho",486.9
"1493",1957,"Illinois",100.27
"1494",1957,"Indiana",180.31
"1495",1957,"Iowa",330.75
"1496",1957,"Kansas",0.62
"1497",1957,"Kentucky",557.76
"1498",1957,"Louisiana",34.64
"1499",1957,"Maine",478.88
"1500",1957,"Maryland",79.68
"1501",1957,"Massachusetts",222.05
"1502",1957,"Michigan",234.85
"1503",1957,"Minnesota",229.33
"1504",1957,"Mississippi",61.45
"1505",1957,"Missouri",102.2
"1506",1957,"Montana",528.64
"1507",1957,"Nebraska",16.79
"1508",1957,"Nevada",592.31
"1509",1957,"New Hampshire",69.01
"1510",1957,"New Jersey",458.1
"1511",1957,"New Mexico",747.33
"1512",1957,"New York",233.63
"1513",1957,"North Carolina",43.64
"1514",1957,"North Dakota",629.25
"1515",1957,"Ohio",86.94
"1516",1957,"Oklahoma",66.1
"1517",1957,"Oregon",879.25
"1518",1957,"Pennsylvania",117.09
"1519",1957,"Rhode Island",72.67
"1520",1957,"South Carolina",248.22
"1521",1957,"South Dakota",81.49
"1522",1957,"Tennessee",455.99
"1523",1957,"Texas",471.87
"1524",1957,"Utah",1749.89
"1525",1957,"Vermont",761.46
"1526",1957,"Virginia",128.67
"1527",1957,"Washington",614.37
"1528",1957,"West Virginia",185.11
"1529",1957,"Wisconsin",980.76
"1530",1957,"Wyoming",69.46
"1531",1958,"Alabama",242.34
"1532",1958,"Alaska",562.06
"1533",1958,"Arizona",825.18
"1534",1958,"Arkansas",173.95
"1535",1958,"California",235.72
"1536",1958,"Colorado",566.11
"1537",1958,"Connecticut",645.65
"1538",1958,"Delaware",118.9
"1539",1958,"District Of Columbia",187.57
"1540",1958,"Florida",266.67
"1541",1958,"Georgia",175.18
"1542",1958,"Hawaii",95.08
"1543",1958,"Idaho",591.94
"1544",1958,"Illinois",233.09
"1545",1958,"Indiana",396.55
"1546",1958,"Iowa",463.82
"1547",1958,"Kansas",3.32
"1548",1958,"Kentucky",619.64
"1549",1958,"Louisiana",9.05
"1550",1958,"Maine",462.59
"1551",1958,"Maryland",210.83
"1552",1958,"Massachusetts",714.96
"1553",1958,"Michigan",530.38
"1554",1958,"Minnesota",37.83
"1555",1958,"Mississippi",67.5
"1556",1958,"Missouri",82.41
"1557",1958,"Montana",1065.44
"1558",1958,"Nebraska",108.79
"1559",1958,"Nevada",73.6
"1560",1958,"New Hampshire",368.01
"1561",1958,"New Jersey",429.08
"1562",1958,"New Mexico",912.17
"1563",1958,"New York",364.15
"1564",1958,"North Carolina",93.73
"1565",1958,"North Dakota",714.58
"1566",1958,"Ohio",312.78
"1567",1958,"Oklahoma",317.88
"1568",1958,"Oregon",529.02
"1569",1958,"Pennsylvania",307.18
"1570",1958,"Rhode Island",496.84
"1571",1958,"South Carolina",472.18
"1572",1958,"South Dakota",18.41
"1573",1958,"Tennessee",793.55
"1574",1958,"Texas",889.53
"1575",1958,"Utah",458.83
"1576",1958,"Vermont",549.2
"1577",1958,"Virginia",550.15
"1578",1958,"Washington",384.18
"1579",1958,"West Virginia",657.2
"1580",1958,"Wisconsin",1665.37
"1581",1958,"Wyoming",433.31
"1582",1959,"Alabama",108.19
"1583",1959,"Alaska",816.55
"1584",1959,"Arizona",719.02
"1585",1959,"Arkansas",46.49
"1586",1959,"California",251.82
"1587",1959,"Colorado",411.5
"1588",1959,"Connecticut",516.46
"1589",1959,"Delaware",139.7
"1590",1959,"District Of Columbia",52.17
"1591",1959,"Florida",74.68
"1592",1959,"Georgia",11.54
"1593",1959,"Hawaii",592.6
"1594",1959,"Idaho",247.2
"1595",1959,"Illinois",96.16
"1596",1959,"Indiana",99.64
"1597",1959,"Iowa",420.25
"1598",1959,"Kansas",NA
"1599",1959,"Kentucky",221.65
"1600",1959,"Louisiana",2.08
"1601",1959,"Maine",270.41
"1602",1959,"Maryland",76.08
"1603",1959,"Massachusetts",123.22
"1604",1959,"Michigan",147.69
"1605",1959,"Minnesota",80.06
"1606",1959,"Mississippi",66.43
"1607",1959,"Missouri",84.71
"1608",1959,"Montana",625.59
"1609",1959,"Nebraska",29.32
"1610",1959,"Nevada",220.09
"1611",1959,"New Hampshire",76.52
"1612",1959,"New Jersey",502.21
"1613",1959,"New Mexico",484.03
"1614",1959,"New York",140.21
"1615",1959,"North Carolina",73.12
"1616",1959,"North Dakota",899.54
"1617",1959,"Ohio",124.39
"1618",1959,"Oklahoma",29.15
"1619",1959,"Oregon",447.57
"1620",1959,"Pennsylvania",247.52
"1621",1959,"Rhode Island",35.92
"1622",1959,"South Carolina",82.91
"1623",1959,"South Dakota",129.12
"1624",1959,"Tennessee",275.98
"1625",1959,"Texas",360.65
"1626",1959,"Utah",670.89
"1627",1959,"Vermont",525.59
"1628",1959,"Virginia",349.29
"1629",1959,"Washington",512.47
"1630",1959,"West Virginia",406.39
"1631",1959,"Wisconsin",384.77
"1632",1959,"Wyoming",281.2
"1633",1960,"Alabama",63.33
"1634",1960,"Alaska",635.79
"1635",1960,"Arizona",325.91
"1636",1960,"Arkansas",89.24
"1637",1960,"California",140.03
"1638",1960,"Colorado",384.73
"1639",1960,"Connecticut",434.62
"1640",1960,"Delaware",212.92
"1641",1960,"District Of Columbia",158.16
"1642",1960,"Florida",74.46
"1643",1960,"Georgia",5.53
"1644",1960,"Hawaii",829
"1645",1960,"Idaho",421.92
"1646",1960,"Illinois",224.66
"1647",1960,"Indiana",223.08
"1648",1960,"Iowa",64
"1649",1960,"Kansas",NA
"1650",1960,"Kentucky",352.98
"1651",1960,"Louisiana",7.46
"1652",1960,"Maine",413.05
"1653",1960,"Maryland",104.48
"1654",1960,"Massachusetts",420.58
"1655",1960,"Michigan",451.59
"1656",1960,"Minnesota",126.3
"1657",1960,"Mississippi",76.35
"1658",1960,"Missouri",17.35
"1659",1960,"Montana",313.99
"1660",1960,"Nebraska",14.81
"1661",1960,"Nevada",262.89
"1662",1960,"New Hampshire",186.36
"1663",1960,"New Jersey",175.27
"1664",1960,"New Mexico",6.81
